Ship Length,Engine Mass,Engine Power,DWT,no. of engines,Vessel speed,Cavitation Speed,Froude's No.,Block Coefficient,MMSI,TIMESTAMP,LAT,LON,NAV_STATUS,SOG,COG,HEADING,RATE_OF_TURN,POSITION_ACCURACY,LENGTH
70,11.11241561,740.8277073,1493.117592,1,3.5,9,0.272606467,0.888636069,538006720,26/04/2018_11:32:04,9.645108,81.66705,Under way using engine,12.2,163.1,162,0,HIGH QUALITY,
67,9.97769946,665.179964,1270.360338,1,2.1,9,0.278642766,0.888563658,538004976,26/04/2018_11:32:05,6.047263,86.09275,Under way using engine,10.4,269,267,-10,HIGH QUALITY,
59,7.28871014,485.9140093,793.1536328,1,0.3,9,0.29693348,0.888335713,447162000,26/04/2018_11:32:05,9.250067,75.16093,Under way using engine,14.1,145,143,0,LOW QUALITY,
82,16.36518623,1091.012415,2668.472465,1,0.1,9,0.251871047,0.888874877,247273200,26/04/2018_11:32:06,8.044617,76.7751,Under way using engine,11.1,312,313,0,HIGH QUALITY,
63,8.572667084,571.5111389,1011.708121,1,0.6,9,0.287352447,0.888456752,538003630,26/04/2018_11:32:06,6.881583,73.54999,Under way using engine,13,164,164,0,LOW QUALITY,
17,0.303467383,20.23115889,6.738284271,1,6,9,0.553172667,0.882772791,419001137,26/04/2018_11:32:06,9.953783,76.15028,Under way using engine,5.2,67,62,-127,HIGH QUALITY,
157,77.66386529,5177.591019,27587.3383,1,12.2,9,0.182026806,0.88958085,419765000,26/04/2018_11:32:08,13.35315,73.35326,Under way using engine,12.9,323,326,0,HIGH QUALITY,
56,6.403622523,426.9081682,653.1604565,1,1,9,0.304783295,0.888233746,563361000,26/04/2018_11:32:08,18.26944,67.87498,Under way using engine,17.6,324.8,323,0,LOW QUALITY,
126,46.09289147,3072.859431,12613.40173,1,0.4,9,0.203188864,0.88938143,563019900,26/04/2018_11:32:08,15.97367,68.72318,Under way using engine,17.8,319.2,320,0,HIGH QUALITY,
79,14.94311304,996.207536,2328.321354,1,7.2,9,0.256608849,0.888821623,353614000,26/04/2018_11:32:09,5.999063,82.91041,Under way using engine,16.1,270.6,270,-5,HIGH QUALITY,
38,2.42113607,161.4090713,151.8483564,1,0.1,9,0.369992888,0.887274726,636015829,26/04/2018_11:32:09,8.415152,82.77391,Under way using engine,15.2,199.3,198,0,LOW QUALITY,
59,7.28871014,485.9140093,793.1536328,1,2.3,9,0.29693348,0.888335713,354127000,26/04/2018_11:32:09,5.902,83.12717,Under way using engine,12.7,269,272,0,LOW QUALITY,
64,8.91247548,594.165032,1072.454364,1,9.2,9,0.285098667,0.888484696,431177000,26/04/2018_11:32:10,16.45531,69.13171,Under way using engine,15.5,325.9,327,0,HIGH QUALITY,
90,20.52124115,1368.082743,3747.026238,1,0.1,9,0.240416306,0.889000574,419000883,26/04/2018_11:32:10,10.93135,83.79034,Under way using engine,13.7,200.2,198,0,LOW QUALITY,
67,9.97769946,665.179964,1270.360338,1,0.2,9,0.278642766,0.888563658,403521000,26/04/2018_11:32:10,7.690005,76.84316,Under way using engine,14.1,301.1,302,0,LOW QUALITY,
37,2.262919394,150.8612929,137.209735,1,0.2,9,0.374959457,0.887192328,538005747,26/04/2018_11:32:13,9.441135,73.67414,Under way using engine,16.2,302.1,305,4,HIGH QUALITY,
292,328.5840416,21905.60277,240077.2453,1,6.2,9,0.1334731,0.889997951,538005840,26/04/2018_11:32:13,11.97962,61.76097,Under way using engine,17.9,290.3,290,0,LOW QUALITY,
239,207.2208585,13814.7239,120235.1644,1,16.5,9,0.147531998,0.889882557,636017133,26/04/2018_11:32:13,10.19759,84.26317,Under way using engine,12.6,32.6,33,0,HIGH QUALITY,
47,4.135995284,275.7330189,339.0403213,1,0.3,9,0.332687317,0.887849315,636017879,26/04/2018_11:32:13,9.15895,75.67886,Under way using engine,11.6,149,145,0,HIGH QUALITY,
91,21.07847477,1405.231651,3900.677739,1,0.1,9,0.239091688,0.889014838,304010228,26/04/2018_11:32:15,9.654747,75.44646,Under way using engine,17,324.3,325,0,LOW QUALITY,
171,94.96250781,6330.833854,37300.06266,1,0.2,9,0.17441632,0.889649808,209241000,26/04/2018_11:32:18,7.267766,77.01607,Under way using engine,17.8,295,297,0,HIGH QUALITY,
186,115.6562355,7710.4157,50134.29093,1,9.4,9,0.167235588,0.889713598,354520000,26/04/2018_11:32:21,12.19848,61.08235,Under way using engine,13.4,103,101,0,LOW QUALITY,
65,9.259891293,617.3260862,1135.769315,1,7.7,9,0.2828971,0.888511803,357737000,26/04/2018_11:32:21,12.98221,71.81321,Under way using engine,16.4,315,316,0,HIGH QUALITY,
146,65.41302545,4360.868363,21324.44089,1,11.2,9,0.188759469,0.889518653,432722000,26/04/2018_11:32:22,14.38571,70.09241,Under way using engine,20.6,133,132,0,LOW QUALITY,
59,7.28871014,485.9140093,793.1536328,1,0.2,9,0.29693348,0.888335713,563876000,26/04/2018_11:32:22,9.039967,73.21332,Under way using engine,16.5,128,127,0,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.4,9,0.403190402,0.886694047,419000786,26/04/2018_11:32:22,8.69368,78.23956,Under way using engine,5.3,194.2,190,0,LOW QUALITY,
59,7.28871014,485.9140093,793.1536328,1,6.3,9,0.29693348,0.888335713,431177000,26/04/2018_11:32:23,16.45608,69.13114,Under way using engine,15.4,325.7,327,0,HIGH QUALITY,
333,443.6120306,29574.13537,376605.165,1,11.7,9,0.124986486,0.890065638,574003690,26/04/2018_11:32:23,5.731743,83.41142,Under way using engine,12,89,89,0,LOW QUALITY,
187,117.1162267,7807.748447,51086.58897,1,9.5,9,0.166787835,0.889717535,374129000,26/04/2018_11:32:23,5.40987,82.10941,Under way using engine,15.5,86.2,86,0,HIGH QUALITY,
38,2.42113607,161.4090713,151.8483564,1,0.2,9,0.369992888,0.887274726,311019100,26/04/2018_11:32:23,8.664133,76.35748,Under way using engine,16.4,142,139,0,HIGH QUALITY,
86,18.37651586,1225.101057,3175.236358,1,0.1,9,0.245943839,0.88894045,538006720,26/04/2018_11:32:24,9.644075,81.66735,Under way using engine,12.2,163.4,162,0,HIGH QUALITY,
79,14.94311304,996.207536,2328.321354,1,0.2,9,0.256608849,0.888821623,371641000,26/04/2018_11:32:24,9.360867,81.43399,Under way using engine,19.1,345,345,0,LOW QUALITY,
35,1.965113063,131.0075375,111.0356943,1,0.2,9,0.385523762,0.887011995,636018094,26/04/2018_11:32:25,8.533667,76.698,Under way using engine,11,319,320,0,LOW QUALITY,
188,118.5863348,7905.755653,52051.50228,1,0.1,9,0.166343659,0.889721436,538005101,26/04/2018_11:32:25,8.06959,76.91741,Under way using engine,12.8,130.5,128,0,HIGH QUALITY,
66,9.614953251,640.9968834,1201.716611,1,9.2,9,0.28074576,0.888538111,220562000,26/04/2018_11:32:25,16.08514,71.91047,Under way using engine,13.3,140.9,141,0,HIGH QUALITY,
261,253.9116186,16927.44124,163081.6736,1,7.8,9,0.141177316,0.88993523,403514001,26/04/2018_11:32:26,7.12368,76.47349,Under way using engine,14.1,290.5,291,8,HIGH QUALITY,
199,135.4284091,9028.560607,63525.18868,1,15.9,9,0.161680869,0.889762116,538004931,26/04/2018_11:32:26,5.818268,82.64167,Under way using engine,12.5,270.1,270,0,HIGH QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.2,9,0.403190402,0.886694047,636015999,26/04/2018_11:32:27,8.71796,81.43351,Under way using engine,1.2,325.1,245,-5,HIGH QUALITY,
105,29.78122586,1985.415057,6550.812273,1,0.4,9,0.222582248,0.889188082,247273200,26/04/2018_11:32:27,8.045366,76.77432,Under way using engine,11,312,313,0,HIGH QUALITY,
59,7.28871014,485.9140093,793.1536328,1,2.3,9,0.29693348,0.888335713,419322000,26/04/2018_11:32:27,12.75373,74.45988,Not under command,6,44,291,0,HIGH QUALITY,
73,12.31760526,821.173684,1742.491715,1,0.3,9,0.266946201,0.888702757,311480000,26/04/2018_11:32:27,8.563695,81.19408,default,0,360,511,-128,LOW QUALITY,
59,7.28871014,485.9140093,793.1536328,1,2.3,9,0.29693348,0.888335713,319058800,26/04/2018_11:32:27,5.902172,87.32678,Under way using engine,14.9,268.7,268,0,HIGH QUALITY,
170,93.66279258,6244.186172,36536.92149,1,0.6,9,0.174928557,0.889645211,636017210,26/04/2018_11:32:28,7.347253,77.74026,Under way using engine,14.4,148.2,151,0,LOW QUALITY,
45,3.708538853,247.2359235,287.862802,1,0.1,9,0.34,0.88774248,373728000,26/04/2018_11:32:28,17.29321,69.40213,Under way using engine,16.6,139.5,140,-5,HIGH QUALITY,
337,455.8399383,30389.32922,392283.3346,1,13.3,9,0.124242512,0.890071504,219298000,26/04/2018_11:32:28,7.035278,79.84513,Restricted manoeuverability,0.1,205,242,0,LOW QUALITY,
74,12.73515911,849.0106073,1831.841365,1,0.1,9,0.265136375,0.888723838,229930000,26/04/2018_11:32:29,11.69644,63.23298,Under way using engine,17.7,287.9,287,8,LOW QUALITY,
65,9.259891293,617.3260862,1135.769315,1,1.3,9,0.2828971,0.888511803,356825000,26/04/2018_11:32:29,5.961117,86.64407,Under way using engine,15.5,88,88,0,LOW QUALITY,
97,24.6007649,1640.050993,4918.17768,1,0.1,9,0.231579071,0.8890947,354654000,26/04/2018_11:32:31,10.71566,65.23905,Under way using engine,20.4,286.8,287,3,HIGH QUALITY,
259,249.4524053,16630.16035,158804.5138,1,0.1,9,0.141721354,0.889930754,636091121,26/04/2018_11:32:31,11.55387,72.62572,Under way using engine,12.3,303,306,0,HIGH QUALITY,
174,98.92125956,6594.750637,39656.62541,1,16,9,0.172906193,0.889663325,564284000,26/04/2018_11:32:32,3.757267,83.72441,Under way using engine,11.3,116,122,0,LOW QUALITY,
333,443.6120306,29574.13537,376605.165,1,12.9,9,0.124986486,0.890065638,373418000,26/04/2018_11:32:32,5.544088,87.11742,Under way using engine,16.9,270.1,271,0,HIGH QUALITY,
23,0.668401182,44.56007882,22.02607496,1,0.1,9,0.475577452,0.885129219,477023700,26/04/2018_11:32:32,17.8949,66.59958,Under way using engine,13.9,315.7,316,5,HIGH QUALITY,
41,2.933834547,195.5889698,202.551156,1,2,9,0.356199451,0.887495991,563033700,26/04/2018_11:32:32,7.89795,76.63912,Under way using engine,14,147,148,0,LOW QUALITY,
68,10.34816741,689.8778273,1341.765027,1,3.8,9,0.276586334,0.888588479,636017480,26/04/2018_11:32:34,13.97458,72.59532,Under way using engine,12.8,142.2,140,5,HIGH QUALITY,
35,1.965113063,131.0075375,111.0356943,1,0.1,9,0.385523762,0.887011995,636018347,26/04/2018_11:32:34,10.46127,74.48656,Under way using engine,18.7,139.3,140,-1,HIGH QUALITY,
262,256.1574077,17077.16051,165250.0798,1,10.3,9,0.140907636,0.889937447,352506000,26/04/2018_11:32:35,7.427777,76.31534,Under way using engine,16.7,116.3,117,8,LOW QUALITY,
73,12.31760526,821.173684,1742.491715,1,0.2,9,0.266946201,0.888702757,477129400,26/04/2018_11:32:35,8.569843,76.06663,Under way using engine,14.9,140.2,140,0,HIGH QUALITY,
68,10.34816741,689.8778273,1341.765027,1,3.5,9,0.276586334,0.888588479,419000937,26/04/2018_11:32:35,6.7096,78.25415,Under way using engine,11,301.2,302,0,LOW QUALITY,
196,130.712745,8714.183,60236.288,1,11,9,0.162913524,0.88975141,351240000,26/04/2018_11:32:36,14.06986,61.99672,Under way using engine,14,179.4,177,0,HIGH QUALITY,
64,8.91247548,594.165032,1072.454364,1,7.2,9,0.285098667,0.888484696,636015886,26/04/2018_11:32:37,7.431485,82.14748,Under way using engine,13.2,176.7,176,0,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,357533000,26/04/2018_11:32:37,8.734061,76.0767,Under way using engine,12.7,332.3,335,0,LOW QUALITY,
300,349.5629414,23304.19609,263432.5139,1,17.9,9,0.131681434,0.890012362,565004000,26/04/2018_11:32:37,5.87875,85.78719,Under way using engine,15.4,270,271,0,LOW QUALITY,
13,0.149245412,9.949694113,2.323982113,1,0.1,9,0.632577146,0.879064588,538003955,26/04/2018_11:32:37,7.526933,67.12627,Under way using engine,11.7,187,186,0,LOW QUALITY,
190,121.5569469,8103.79646,54019.55148,1,12.2,9,0.16546585,0.889729133,538004415,26/04/2018_11:32:38,13.71633,73.36141,Under way using engine,13.6,142.5,140,0,HIGH QUALITY,
333,443.6120306,29574.13537,376605.165,1,10.4,9,0.124986486,0.890065638,247080000,26/04/2018_11:32:38,5.745333,73.87967,Under way using engine,16.1,186,182,-8,LOW QUALITY,
29,1.215555418,81.03702787,54.01861487,1,0.1,9,0.423531947,0.886300107,371228000,26/04/2018_11:32:40,10.43626,64.8214,Under way using engine,21.3,286,287,0,LOW QUALITY,
77,14.03576414,935.7176093,2119.509615,1,4.3,9,0.259920068,0.888783952,229611000,26/04/2018_11:32:40,13.49716,60.56503,Under way using engine,13.4,104.1,104,0,LOW QUALITY,
67,9.97769946,665.179964,1270.360338,1,7.1,9,0.278642766,0.888563658,356825000,26/04/2018_11:32:41,5.961117,86.64492,Under way using engine,15.5,88,89,0,LOW QUALITY,
54,5.850000312,390.0000208,570.3154444,1,0.1,9,0.310376116,0.888159502,636011275,26/04/2018_11:32:41,9.168767,75.41568,Under way using engine,19.4,141,141,0,HIGH QUALITY,
181,108.5076342,7233.84228,45558.74379,1,12.5,9,0.169529736,0.88969335,565677000,26/04/2018_11:32:44,6.919367,78.13467,Under way using engine,14.3,116,117,0,LOW QUALITY,
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,538007490,26/04/2018_11:32:44,7.959547,83.01079,Under way using engine,13.5,31.1,32,5,HIGH QUALITY,
65,9.259891293,617.3260862,1135.769315,1,1.5,9,0.2828971,0.888511803,563040500,26/04/2018_11:32:44,6.261435,82.16827,Under way using engine,11.4,205.5,207,3,HIGH QUALITY,
274,283.9511963,18930.07975,192862.0829,1,7.8,9,0.137787523,0.889962979,212131000,26/04/2018_11:32:44,11.91737,62.50001,Under way using engine,12.4,110,107,0,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,477627800,26/04/2018_11:32:45,17.02935,70.95683,Under way using engine,12.4,156,156,0,HIGH QUALITY,
190,121.5569469,8103.79646,54019.55148,1,4.3,9,0.16546585,0.889729133,565843000,26/04/2018_11:32:45,11.40298,73.5212,Under way using engine,14.6,306,310,0,HIGH QUALITY,
70,11.11241561,740.8277073,1493.117592,1,1.8,9,0.272606467,0.888636069,247073700,26/04/2018_11:26:08,9.626884,75.94116,Under way using engine,14.1,164.5,162,0,HIGH QUALITY,
180,107.108104,7140.540267,44680.16785,1,5.7,9,0.17,0.889689184,419000911,26/04/2018_11:26:08,16.50755,73.21832,Under way using engine,4.3,354.1,352,0,HIGH QUALITY,
330,434.5591709,28970.61139,365136.0205,1,13.5,9,0.125553321,0.890061163,419001019,26/04/2018_11:26:08,6.350313,79.17796,Under way using engine,13.9,119.8,114,0,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,240510000,26/04/2018_11:26:08,8.166616,72.47753,Under way using engine,11.4,107,105,0,HIGH QUALITY,
55,6.123197717,408.2131811,610.7292539,1,0.2,9,0.307541571,0.888197299,572142220,26/04/2018_11:26:10,7.2901,76.97437,Under way using engine,12,291,294,0,HIGH QUALITY,
180,107.108104,7140.540267,44680.16785,1,10.3,9,0.17,0.889689184,354520000,26/04/2018_11:26:10,12.2042,61.05967,Under way using engine,13.4,104,102,0,LOW QUALITY,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,413975000,26/04/2018_11:26:11,11.669,74.63111,Under way using engine,13,326.9,326,-11,HIGH QUALITY,
164,86.07223073,5738.148715,32186.6581,1,7.6,9,0.178099725,0.88961661,470729000,26/04/2018_11:26:11,15.81098,70.95201,Under way using engine,11.7,142,142,0,LOW QUALITY,
30,1.325937091,88.39580607,61.54115999,1,0.1,9,0.416413256,0.886441567,538003099,26/04/2018_11:26:11,17.19125,68.5834,Under way using engine,15,327,326,7,HIGH QUALITY,
333,443.6120306,29574.13537,376605.165,1,10.4,9,0.124986486,0.890065638,538006074,26/04/2018_11:26:11,12.23338,65.68779,Under way using engine,13.2,116.1,121,-7,HIGH QUALITY,
66,9.614953251,640.9968834,1201.716611,1,0.3,9,0.28074576,0.888538111,341602000,26/04/2018_11:26:11,8.96235,76.4165,Under way using engine,10.9,154.6,152,0,LOW QUALITY,
179,105.7186097,7047.907313,43813.55204,1,11.9,9,0.170474199,0.889684979,370894000,26/04/2018_11:26:11,22.73817,69.69159,Under way using engine,0.1,350.7,271,0,LOW QUALITY,
57,6.691320018,446.0880012,697.6683156,1,0.1,9,0.302097928,0.888268919,352255000,26/04/2018_11:26:12,11.5493,74.09333,Moored,16.1,148,150,0,HIGH QUALITY,
107,31.16405894,2077.603929,7012.329651,1,0.1,9,0.220492228,0.889209433,447189000,26/04/2018_11:26:12,9.044167,75.3017,Under way using engine,14.5,145.3,143,0,HIGH QUALITY,
189,120.0665712,8004.43808,53029.12501,1,10.5,9,0.165903012,0.889725302,209292000,26/04/2018_11:26:13,7.00305,77.66057,Under way using engine,11.9,308,308,0,HIGH QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,419778000,26/04/2018_11:26:14,18.54265,68.6475,Under way using engine,13.4,124,126,0,HIGH QUALITY,
325,419.6955362,27979.70241,346563.5024,1,0.1,9,0.126515429,0.890053551,566762000,26/04/2018_11:26:14,21.21291,72.27581,Under way using engine,16.4,25.9,28,6,HIGH QUALITY,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,477006700,26/04/2018_11:26:15,21.06483,68.50864,Under way using engine,14.1,333.7,335,0,HIGH QUALITY,
82,16.36518623,1091.012415,2668.472465,1,0.2,9,0.251871047,0.888874877,636012707,26/04/2018_11:26:15,18.07558,70.62708,Under way using engine,20.9,329,329,0,HIGH QUALITY,
180,107.108104,7140.540267,44680.16785,1,8.1,9,0.17,0.889689184,636015502,26/04/2018_11:26:15,12.73982,64.0705,Under way using engine,13.7,294.9,295,0,HIGH QUALITY,
82,16.36518623,1091.012415,2668.472465,1,0.2,9,0.251871047,0.888874877,416153500,26/04/2018_11:26:15,7.980535,63.07853,Under way using engine,9.5,269.7,511,-128,HIGH QUALITY,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,636018347,26/04/2018_11:26:15,10.48565,74.46429,Under way using engine,18.9,137.3,138,-1,HIGH QUALITY,
189,120.0665712,8004.43808,53029.12501,1,0.3,9,0.165903012,0.889725302,319058700,26/04/2018_11:26:16,11.48163,65.06499,Under way using engine,13.7,289.7,289,0,HIGH QUALITY,
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,538005747,26/04/2018_11:26:17,9.426715,73.69677,Under way using engine,16.3,302.4,306,5,HIGH QUALITY,
177,102.9696816,6864.64544,42115.82898,1,0.1,9,0.171434625,0.889676444,370851000,26/04/2018_11:26:17,11.58388,74.79414,Under way using engine,12,331,332,0,HIGH QUALITY,
174,98.92125956,6594.750637,39656.62541,1,0.6,9,0.172906193,0.889663325,419000693,26/04/2018_11:26:18,15.41074,73.65443,Under way using engine,20.6,152.9,511,-128,HIGH QUALITY,
196,130.712745,8714.183,60236.288,1,11,9,0.162913524,0.88975141,636015362,26/04/2018_11:26:18,6.718184,78.44563,Under way using engine,14.6,122.2,120,0,LOW QUALITY,
78,14.48538936,965.692624,2222.166307,1,5,9,0.258248539,0.888803016,403514001,26/04/2018_11:26:19,7.115268,76.49569,Under way using engine,14,289.3,289,-5,HIGH QUALITY,
261,253.9116186,16927.44124,163081.6736,1,2.1,9,0.141177316,0.88993523,538003671,26/04/2018_11:26:20,7.186983,78.06177,Under way using engine,12.9,132,133,0,HIGH QUALITY,
200,137.0207776,9134.718507,64648.87033,2,0.1,9,0.161276161,0.889765623,419000893,26/04/2018_11:26:20,22.49051,69.68476,Under way using engine,0.1,224.5,309,0,LOW QUALITY,
339,462.0214572,30801.43048,400289.7937,1,12.1,9,0.123875473,0.890074393,355222000,26/04/2018_11:26:20,12.29218,72.4306,Under way using engine,16.3,310,311,0,HIGH QUALITY,
179,105.7186097,7047.907313,43813.55204,1,0.1,9,0.170474199,0.889684979,352999000,26/04/2018_11:26:21,20.73866,65.9167,Under way using engine,9.6,300.3,302,0,LOW QUALITY,
23,0.668401182,44.56007882,22.02607496,1,0.1,9,0.475577452,0.885129219,563033700,26/04/2018_11:26:22,7.9183,76.62617,Under way using engine,14.1,148,149,0,LOW QUALITY,
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,209923000,26/04/2018_11:26:23,20.15648,72.48254,Under way using engine,12.9,0.4,357,3,HIGH QUALITY,
128,47.85620189,3190.413459,13344.08011,1,0.1,9,0.201595201,0.889396855,419000158,26/04/2018_11:26:23,9.923549,76.18836,Restricted manoeuverability,0,80.8,1,-13,HIGH QUALITY,
220,171.0356456,11402.37637,90159.44822,1,0.1,9,0.153770786,0.889829996,566202000,26/04/2018_11:26:24,10.33073,74.53042,Under way using engine,12,141.7,142,0,HIGH QUALITY,
187,117.1162267,7807.748447,51086.58897,1,9.9,9,0.166787835,0.889717535,636015007,26/04/2018_11:26:25,22.63768,69.15253,Under way using engine,14,88.5,87,0,HIGH QUALITY,
54,5.850000312,390.0000208,570.3154444,1,0.2,9,0.310376116,0.888159502,352357000,26/04/2018_11:26:25,9.18132,75.37856,Under way using engine,16.5,321,323,0,HIGH QUALITY,
198,133.8462878,8923.085853,62415.26151,1,9.6,9,0.16208864,0.889758578,215627000,26/04/2018_11:26:26,14.2051,64.67245,Under way using engine,12.1,91.5,92,0,HIGH QUALITY,
34,1.825385018,121.6923345,99.40609674,1,0.1,9,0.391152144,0.886912993,477006700,26/04/2018_11:26:26,21.06553,68.50825,Under way using engine,14.1,333.1,335,0,HIGH QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,310620000,26/04/2018_11:26:27,10.51059,74.27032,Under way using engine,14.7,337.2,337,0,HIGH QUALITY,
34,1.825385018,121.6923345,99.40609674,1,0.1,9,0.391152144,0.886912993,636018347,26/04/2018_11:26:27,10.48495,74.46494,Under way using engine,18.7,137,138,0,HIGH QUALITY,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,563364000,26/04/2018_11:26:27,22.58834,69.26423,Under way using engine,11.1,113.4,110,0,HIGH QUALITY,
240,209.2310216,13948.73477,121988.9271,1,11,9,0.147224319,0.889885127,636015665,26/04/2018_11:26:27,22.63296,69.46415,Under way using engine,19.2,252.1,252,0,HIGH QUALITY,
183,111.3368498,7422.456653,47352.14884,1,0.1,9,0.168600799,0.889701563,636014598,26/04/2018_11:26:27,10.31267,74.5972,Under way using engine,13.1,340.2,339,0,HIGH QUALITY,
250,229.9184786,15327.89857,140521.2854,1,12.2,9,0.144249783,0.88990987,477142700,26/04/2018_11:26:28,11.14661,69.72504,Under way using engine,15.9,12,12,-2,LOW QUALITY,
57,6.691320018,446.0880012,697.6683156,2,0.1,9,0.302097928,0.888268919,419000638,26/04/2018_11:26:28,22.50353,69.66449,Under way using engine,0.6,183.3,511,-128,LOW QUALITY,
82,16.36518623,1091.012415,2668.472465,1,0.1,9,0.251871047,0.888874877,538004696,26/04/2018_11:26:29,18.11555,72.55103,Under way using engine,13.7,171,171,0,LOW QUALITY,
13,0.149245412,9.949694113,2.323982113,1,1,9,0.632577146,0.879064588,374604000,26/04/2018_11:26:29,7.845648,62.83216,Under way using engine,0.7,250.4,326,0,LOW QUALITY,
199,135.4284091,9028.560607,63525.18868,1,7.3,9,0.161680869,0.889762116,563025600,26/04/2018_11:26:29,11.00111,65.11758,Under way using engine,14.8,102.5,103,5,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,419000283,26/04/2018_11:26:29,19.91492,70.70634,Under way using engine,11,350.1,511,-128,LOW QUALITY,
228,185.8080563,12387.20375,102088.8023,1,0.1,9,0.151048964,0.889853032,256054000,26/04/2018_11:26:30,20.54406,71.82123,Under way using engine,6.6,54,51,0,LOW QUALITY,
174,98.92125956,6594.750637,39656.62541,1,0.5,9,0.172906193,0.889663325,419000693,26/04/2018_11:26:30,15.40968,73.65504,Under way using engine,21.7,153.2,511,-128,HIGH QUALITY,
92,21.64418334,1442.945556,4058.757505,2,0.1,9,0.237788726,0.889028814,232006648,26/04/2018_11:26:30,22.51413,69.75957,At anchor,3.6,149.8,150,-4,HIGH QUALITY,
66,9.614953251,640.9968834,1201.716611,1,0.4,9,0.28074576,0.888538111,341602000,26/04/2018_11:26:30,8.961472,76.4169,Under way using engine,10.9,155.1,153,0,LOW QUALITY,
57,6.691320018,446.0880012,697.6683156,1,0.1,9,0.302097928,0.888268919,352255000,26/04/2018_11:26:31,11.54809,74.09414,Moored,15.9,147.6,150,0,LOW QUALITY,
248,225.6955829,15046.37219,136667.7007,1,12.6,9,0.144830268,0.889905057,636015980,26/04/2018_11:26:31,22.63724,69.02651,Under way using engine,20,262.7,262,0,HIGH QUALITY,
148,67.5536591,4503.577273,22379.7183,1,0.1,9,0.187479729,0.889530563,477207700,26/04/2018_11:26:31,20.60627,71.30112,Under way using engine,11,229.4,232,0,HIGH QUALITY,
320,405.1118879,27007.45919,328657.676,1,10.9,9,0.1275,0.890045742,354451000,26/04/2018_11:26:31,22.85563,63.1169,Under way using engine,14,293,294,0,LOW QUALITY,
193,126.089021,8405.934733,57068.59857,1,10.6,9,0.164174809,0.88974042,353875000,26/04/2018_11:26:31,10.81165,75.06229,Under way using engine,11.8,328.5,330,4,HIGH QUALITY,
46,3.918878198,261.2585465,312.6971671,1,0.8,9,0.336284041,0.887797101,374604000,26/04/2018_11:26:33,7.845645,62.83215,Under way using engine,0.5,252.6,326,0,LOW QUALITY,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,371228000,26/04/2018_11:26:33,10.4261,64.85615,Under way using engine,21.1,287.3,287,0,LOW QUALITY,
193,126.089021,8405.934733,57068.59857,1,11.4,9,0.164174809,0.88974042,412440497,26/04/2018_11:26:34,10.67663,67.78447,Under way using engine,7.9,131.1,511,-128,HIGH QUALITY,
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,419227000,26/04/2018_11:26:34,19.38522,71.36301,Restricted manoeuverability,0,181.3,224,15,HIGH QUALITY,
190,121.5569469,8103.79646,54019.55148,1,10.1,9,0.16546585,0.889729133,565536000,26/04/2018_11:26:35,6.61585,78.89435,Under way using engine,15.4,302,303,0,LOW QUALITY,
190,121.5569469,8103.79646,54019.55148,2,4.3,9,0.16546585,0.889729133,419074600,26/04/2018_11:26:36,22.44874,69.66995,Under way using engine,0,0.5,91,-128,HIGH QUALITY,
92,21.64418334,1442.945556,4058.757505,2,0.1,9,0.237788726,0.889028814,419171000,26/04/2018_11:26:36,22.52004,68.74892,Under way using engine,5.1,337.1,511,-128,LOW QUALITY,
35,1.965113063,131.0075375,111.0356943,1,0.5,9,0.385523762,0.887011995,538007004,26/04/2018_11:26:37,20.55085,70.32803,Under way using engine,13.4,115,112,0,HIGH QUALITY,
34,1.825385018,121.6923345,99.40609674,1,0.1,9,0.391152144,0.886912993,477006700,26/04/2018_11:26:38,21.06618,68.5079,Under way using engine,14.1,332.5,335,0,HIGH QUALITY,
130,49.65663452,3310.442301,14104.15985,1,0.1,9,0.200038458,0.889411858,373928000,26/04/2018_11:26:38,7.500952,77.77536,Under way using engine,11.6,302.7,303,0,LOW QUALITY,
