Ship Length,Engine Mass,Engine Power,DWT,no. of engines,Vessel speed,Cavitation Speed,Froude's No.,Block Coefficient,LAT,LON,SOG,COG,HEADING,RATE_OF_TURN,Source level
330,434.5591709,28970.61139,365136.0205,1,10.4,9,0.125553321,0.890061163,5.842817,81.7771,17.2,268.0,270,0,
230,189.6062307,12640.41538,105235.0001,1,11.2,9,0.150390795,0.889858578,5.714237,80.72379,5.9,87.2,83,0,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,10.50967,74.31496,14.6,146.1,145,0,70.04475946502585
37,2.262919394,150.8612929,137.209735,1,0.3,9,0.374959457,0.887192328,9.43925,73.67717,16.2,302.5,305,0,65.54696277432748
198,133.8462878,8923.085853,62415.26151,1,9.9,9,0.16208864,0.889758578,6.883934,73.54932,13.0,165.0,164,0,
49,4.590778014,306.0518676,396.470372,1,0.3,9,0.325827048,0.887947161,19.38055,71.36532,6.9,151.6,153,17,68.31791865795418
55,6.123197717,408.2131811,610.7292539,1,0.3,9,0.307541571,0.888197299,18.70707,65.50282,9.3,133.7,132,0,69.43935284791428
63,8.572667084,571.5111389,1011.708121,1,3.4,9,0.287352447,0.888456752,10.74872,74.14706,12.2,317.0,317,0,59.96009925304272
102,27.77305436,1851.536957,5899.521184,1,4.8,9,0.225831796,0.889154632,11.34747,65.91325,11.5,107.0,108,0,62.500550854346
138,57.232391,3815.492733,17451.95696,1,0.1,9,0.194153682,0.889467991,17.4716,72.67679,17.2,160.1,159,0,82.76551095336558
299,346.9019568,23126.79712,260430.2472,1,0.1,9,0.131901453,0.890010596,10.64208,72.66889,15.9,293.6,290,0,89.46180524532467
174,98.92125956,6594.750637,39656.62541,1,0.6,9,0.172906193,0.889663325,7.039533,82.34231,13.4,212.7,211,0,77.03547388668704
171,94.96250781,6330.833854,37300.06266,1,0.1,9,0.17441632,0.889649808,16.17075,68.96531,11.2,336.2,338,0,84.66563456596711
70,11.11241561,740.8277073,1493.117592,1,0.1,9,0.272606467,0.888636069,9.397781,72.0658,21.0,114.4,114,0,76.51785318142954
259,249.4524053,16630.16035,158804.5138,1,0.1,9,0.141721354,0.889930754,11.55202,72.62855,12.3,303.0,306,0,88.24987007260611
248,225.6955829,15046.37219,136667.7007,1,12.6,9,0.144830268,0.889905057,4.839617,74.86657,13.3,245.0,251,6,
227,183.9247607,12261.65071,100540.6291,1,11.3,9,0.151381305,0.889850228,3.758717,83.72153,11.4,115.0,123,0,
67,9.97769946,665.179964,1270.360338,1,4.0,9,0.278642766,0.888563658,6.049117,79.61855,15.4,293.8,295,0,59.682585884498025
143,62.2738763,4151.591753,19807.97814,1,11.5,9,0.190729186,0.88950024,13.17361,84.74863,13.6,16.4,16,7,
67,9.97769946,665.179964,1270.360338,1,6.8,9,0.278642766,0.888563658,5.961997,81.73908,13.4,213.8,214,-3,55.325837981568256
199,135.4284091,9028.560607,63525.18868,2,7.7,9,0.161680869,0.889762116,21.9895,67.5276,10.6,275.0,275,0,59.839710200182665
190,121.5569469,8103.79646,54019.55148,1,0.1,9,0.16546585,0.889729133,9.243977,71.2659,13.2,106.8,107,0,85.58691192091233
333,443.6120306,29574.13537,376605.165,1,11.3,9,0.124986486,0.890065638,5.80777,80.27168,18.5,281.7,281,0,
337,455.8399383,30389.32922,392283.3346,1,12.1,9,0.124242512,0.890071504,15.13533,73.11308,12.1,153.9,152,0,
229,187.7018765,12513.45843,103653.5595,1,10.2,9,0.150718802,0.889855815,6.96044,79.85368,0.0,133.0,511,-128,
64,8.91247548,594.165032,1072.454364,1,9.5,9,0.285098667,0.888484696,16.7643,67.58699,15.5,130.7,133,0,
148,67.5536591,4503.577273,22379.7183,1,10.7,9,0.187479729,0.889530563,5.808925,80.2244,11.0,271.3,271,0,
69,10.72639402,715.0929347,1415.995646,1,0.2,9,0.27457477,0.888612605,9.160633,75.67788,11.6,150.0,145,0,73.37115415350168
23,0.668401182,44.56007882,22.02607496,1,0.1,9,0.475577452,0.885129219,17.9564,68.90405,16.0,320.0,319,0,65.49118241997014
65,9.259891293,617.3260862,1135.769315,1,7.2,9,0.2828971,0.888511803,7.073027,79.76404,7.6,323.4,511,-128,54.12467852946028
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,10.46518,74.48317,18.8,139.3,140,5,70.04475946502585
72,11.90798626,793.8657507,1656.299177,1,0.5,9,0.268793601,0.888681118,18.7588,67.40505,11.7,145.5,144,0,69.79390491405678
315,390.8075259,26053.83506,311405.068,1,15.0,9,0.128507921,0.890037728,6.070667,79.64381,13.1,294.0,296,-3,
91,21.07847477,1405.231651,3900.677739,1,0.1,9,0.239091688,0.889014838,9.714938,68.07827,13.4,288.5,292,0,78.97546203751466
190,121.5569469,8103.79646,54019.55148,1,10.2,9,0.16546585,0.889729133,12.10542,74.29063,21.6,156.1,156,0,
228,185.8080563,12387.20375,102088.8023,1,0.1,9,0.151048964,0.889853032,9.923717,76.14841,0.0,335.0,511,-128,87.16225508927813
180,107.108104,7140.540267,44680.16785,1,8.4,9,0.17,0.889689184,5.817468,80.6553,12.0,267.6,266,5,58.5899254680952
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,10.50894,74.31546,14.6,146.1,145,0,70.04475946502585
130,49.65663452,3310.442301,14104.15985,1,0.1,9,0.200038458,0.889411858,7.501735,84.99855,1.4,301.7,286,0,82.23012601704355
292,328.5840416,21905.60277,240077.2453,1,6.4,9,0.1334731,0.889997951,5.633743,80.24582,12.5,201.3,197,-12,69.26560982474726
37,2.262919394,150.8612929,137.209735,1,0.6,9,0.374959457,0.887192328,18.74182,70.9142,15.9,34.0,30,5,62.53553668133519
292,328.5840416,21905.60277,240077.2453,1,10.3,9,0.1334731,0.889997951,5.8059,85.15466,20.1,265.5,265,0,
323,413.8285173,27588.56782,339321.9243,1,15.4,9,0.126906513,0.890050451,5.826295,84.25114,14.4,87.4,89,0,
189,120.0665712,8004.43808,53029.12501,1,10.0,9,0.165903012,0.889725302,5.77996,82.91559,12.7,88.2,88,0,
275,286.3379219,19089.19479,195298.8121,1,12.5,9,0.137536772,0.889965022,5.749833,73.88017,16.2,187.0,183,-9,
190,121.5569469,8103.79646,54019.55148,1,10.2,9,0.16546585,0.889729133,5.683692,81.22707,14.0,86.4,85,0,
26,0.917844761,61.18965071,35.44338143,1,0.2,9,0.44729959,0.885797156,9.652449,75.44814,17.0,323.9,325,0,63.741586362436834
179,105.7186097,7047.907313,43813.55204,1,11.6,9,0.170474199,0.889684979,5.727107,79.93009,13.2,116.2,117,0,
105,29.78122586,1985.415057,6550.812273,1,0.3,9,0.222582248,0.889188082,18.09594,72.55423,13.8,170.8,171,0,75.52173433052681
60,7.59848933,506.5659553,844.25217,1,5.5,9,0.294448637,0.888367459,6.028553,81.23882,9.7,249.7,250,-8,56.51975667208531
180,107.108104,7140.540267,44680.16785,1,14.5,9,0.17,0.889689184,5.869967,79.5043,12.7,123.0,121,0,
250,229.9184786,15327.89857,140521.2854,1,13.7,9,0.144249783,0.88990987,5.8069,80.95274,15.0,272.0,272,0,
181,108.5076342,7233.84228,45558.74379,1,12.4,9,0.169529736,0.88969335,6.855633,82.18906,13.4,183.0,186,0,
67,9.97769946,665.179964,1270.360338,1,0.1,9,0.278642766,0.888563658,9.112315,75.15498,6.6,328.8,336,0,76.10223867052196
51,5.073306687,338.2204458,460.5936791,1,0.4,9,0.319374388,0.888037162,9.749456,74.8506,13.2,146.8,145,0,67.45789141045752
205,145.1366913,9675.77942,70476.95402,1,3.5,9,0.159297237,0.889782719,16.0871,71.90881,13.3,140.3,140,0,70.54242904896452
37,2.262919394,150.8612929,137.209735,1,0.3,9,0.374959457,0.887192328,19.96446,64.03932,18.0,319.6,321,0,65.54696277432748
229,187.7018765,12513.45843,103653.5595,1,10.7,9,0.150718802,0.889855815,15.00077,73.51491,13.8,164.1,165,0,
333,443.6120306,29574.13537,376605.165,1,13.9,9,0.124986486,0.890065638,12.0645,84.0993,11.7,200.6,198,0,
65,9.259891293,617.3260862,1135.769315,1,7.2,9,0.2828971,0.888511803,15.01517,71.795,10.3,318.0,315,-11,54.12467852946028
65,9.259891293,617.3260862,1135.769315,1,2.1,9,0.2828971,0.888511803,13.09798,80.3018,4.8,202.0,201,0,62.536087404628674
229,187.7018765,12513.45843,103653.5595,1,1.0,9,0.150718802,0.889855815,11.40512,74.74731,14.4,335.7,334,7,77.19382398507376
111,34.03625289,2269.083526,8003.75731,1,9.1,9,0.216482944,0.889250036,5.999042,82.91212,16.1,270.8,270,-5,
78,14.48538936,965.692624,2222.166307,1,0.1,9,0.258248539,0.888803016,10.81953,73.67677,0.0,304.0,185,0,77.53809855552153
107,31.16405894,2077.603929,7012.329651,1,0.1,9,0.220492228,0.889209433,9.041683,73.21114,16.5,130.0,129,0,80.46564776055489
274,283.9511963,18930.07975,192862.0829,1,7.4,9,0.137787523,0.889962979,4.413846,74.09375,12.0,64.0,57,-5,66.5094936705203
330,434.5591709,28970.61139,365136.0205,1,9.2,9,0.125553321,0.890061163,5.716432,80.49802,12.9,89.4,90,0,
190,121.5569469,8103.79646,54019.55148,1,8.3,9,0.16546585,0.889729133,5.846,82.94417,16.7,270.0,269,0,59.73374622294131
180,107.108104,7140.540267,44680.16785,1,6.4,9,0.17,0.889689184,16.76367,67.58772,15.6,131.0,133,0,65.11791693192883
207,148.4551469,9897.009793,72907.83255,1,14.4,9,0.158525817,0.88978936,5.690458,81.0954,12.6,90.3,90,0,
189,120.0665712,8004.43808,53029.12501,1,0.1,9,0.165903012,0.889725302,9.51412,62.89006,17.7,283.2,283,-7,85.54096107862628
147,66.47854532,4431.903021,21847.59116,1,15.4,9,0.188116334,0.889524644,5.842783,81.77518,17.1,268.0,270,0,
190,121.5569469,8103.79646,54019.55148,1,0.3,9,0.16546585,0.889729133,15.61929,73.25785,12.8,159.9,160,0,80.8155444783332
170,93.66279258,6244.186172,36536.92149,1,9.3,9,0.174928557,0.889645211,12.10432,74.29113,21.6,156.0,155,0,
79,14.94311304,996.207536,2328.321354,1,0.2,9,0.256608849,0.888821623,9.3566,81.43504,19.0,346.0,345,0,74.64725135179958
37,2.262919394,150.8612929,137.209735,1,0.3,9,0.374959457,0.887192328,9.440173,73.67569,16.2,302.1,305,2,65.54696277432748
60,7.59848933,506.5659553,844.25217,1,0.6,9,0.294448637,0.888367459,8.419258,72.66869,14.2,332.7,336,7,67.26566909776632
59,7.28871014,485.9140093,793.1536328,1,0.9,9,0.29693348,0.888335713,5.954683,84.1091,10.7,268.0,269,0,65.34034869292121
28,1.110803586,74.0535724,47.18861253,1,0.1,9,0.43102867,0.886146711,10.8386,74.57101,13.3,327.0,327,0,67.50875140015376
55,6.123197717,408.2131811,610.7292539,1,0.3,9,0.307541571,0.888197299,18.69569,69.43599,13.5,128.6,130,0,69.43935284791428
64,8.91247548,594.165032,1072.454364,1,2.2,9,0.285098667,0.888484696,6.330652,78.38319,13.9,108.3,104,0,62.17782886376506
289,320.8986836,21393.24557,231703.8244,1,9.6,9,0.134164079,0.889992376,5.604,82.42313,8.9,264.0,268,0,
333,443.6120306,29574.13537,376605.165,1,11.0,9,0.124986486,0.890065638,5.748833,73.88,16.2,187.0,182,-8,
289,320.8986836,21393.24557,231703.8244,1,9.0,9,0.134164079,0.889992376,5.616683,83.06084,19.4,267.7,266,0,
80,15.40896654,1027.264436,2438.044155,1,0.1,9,0.255,0.888839792,17.1695,66.04764,16.3,143.8,143,0,77.77545846606169
117,38.61343457,2574.228971,9671.391141,1,13.1,9,0.210859049,0.88930622,17.29528,69.4003,16.6,139.9,140,0,
200,137.0207776,9134.718507,64648.87033,1,10.6,9,0.161276161,0.889765623,5.817283,80.43546,8.9,273.0,273,-8,
250,229.9184786,15327.89857,140521.2854,1,13.3,9,0.144249783,0.88990987,5.80331,81.16352,12.4,262.1,265,0,
26,0.917844761,61.18965071,35.44338143,1,0.6,9,0.44729959,0.885797156,9.715302,68.07713,13.4,287.7,292,0,58.969134485564744
49,4.590778014,306.0518676,396.470372,1,0.3,9,0.325827048,0.887947161,9.1597,75.67844,11.6,150.0,145,0,68.31791865795418
130,49.65663452,3310.442301,14104.15985,1,0.1,9,0.200038458,0.889411858,7.775833,76.24168,10.9,288.0,289,0,82.23012601704355
144,63.31070637,4220.713758,20304.72151,1,11.9,9,0.190065778,0.889506453,5.769582,82.6106,12.4,87.5,89,0,
174,98.92125956,6594.750637,39656.62541,1,12.7,9,0.172906193,0.889663325,6.504927,82.04449,14.1,183.8,184,0,
13,0.149245412,9.949694113,2.323982113,1,0.1,9,0.632577146,0.879064588,7.529183,67.12655,11.7,187.0,186,0,59.50062418547834
170,93.66279258,6244.186172,36536.92149,1,8.1,9,0.174928557,0.889645211,5.668253,80.38464,12.8,105.2,105,0,59.85895986714893
56,6.403622523,426.9081682,653.1604565,1,0.5,9,0.304783295,0.888233746,18.2687,67.87552,17.6,324.7,323,0,67.39425659770252
107,31.16405894,2077.603929,7012.329651,1,0.1,9,0.220492228,0.889209433,9.0411,73.21185,16.5,129.0,128,0,80.46564776055489
13,0.149245412,9.949694113,2.323982113,1,1.0,9,0.632577146,0.879064588,17.52775,73.14014,0.0,157.2,38,0,49.49466865283335
330,434.5591709,28970.61139,365136.0205,1,10.0,9,0.125553321,0.890061163,13.66815,82.64268,12.7,3.0,4,0,
186,115.6562355,7710.4157,50134.29093,1,9.4,9,0.167235588,0.889713598,5.726525,79.93124,13.3,115.9,117,0,
128,47.85620189,3190.413459,13344.08011,1,5.5,9,0.201595201,0.889396855,5.842767,81.77423,17.1,268.0,270,0,63.56198150603875
244,217.3780259,14491.86839,129182.8195,1,9.0,9,0.146012575,0.88989523,5.805767,85.15252,20.1,267.1,266,0,
32,1.563919229,104.2612819,78.83204227,1,0.6,9,0.403190402,0.886694047,8.354702,75.46876,15.4,152.5,152,0,61.079371106305665
187,117.1162267,7807.748447,51086.58897,1,9.7,9,0.166787835,0.889717535,5.502427,83.76921,9.8,267.2,267,-5,
190,121.5569469,8103.79646,54019.55148,1,10.1,9,0.16546585,0.889729133,13.65434,60.30842,15.0,291.1,293,0,
85,17.8612487,1190.749913,3042.629171,1,0.1,9,0.247386338,0.888924598,9.393427,72.42696,13.1,120.1,119,-4,78.34177028898647
262,256.1574077,17077.16051,165250.0798,1,9.4,9,0.140907636,0.889937447,8.419963,72.66833,14.2,332.7,336,0,
67,9.97769946,665.179964,1270.360338,1,0.1,9,0.278642766,0.888563658,9.112817,75.15468,6.7,328.7,336,0,76.10223867052196
37,2.262919394,150.8612929,137.209735,1,0.1,9,0.374959457,0.887192328,8.453038,75.37633,18.5,123.1,122,0,70.31833021690662
70,11.11241561,740.8277073,1493.117592,1,3.5,9,0.272606467,0.888636069,9.645108,81.66705,12.2,163.1,162,0,60.81393585004814
67,9.97769946,665.179964,1270.360338,1,2.1,9,0.278642766,0.888563658,6.047263,86.09275,10.4,269.0,267,-10,62.82452675880917
59,7.28871014,485.9140093,793.1536328,1,0.3,9,0.29693348,0.888335713,9.250067,75.16093,14.1,145.0,143,0,70.11574550507113
82,16.36518623,1091.012415,2668.472465,1,0.1,9,0.251871047,0.888874877,8.044617,76.7751,11.1,312.0,313,0,78.0064692171494
63,8.572667084,571.5111389,1011.708121,1,0.6,9,0.287352447,0.888456752,6.881583,73.54999,13.0,164.0,164,0,67.7327871412956
17,0.303467383,20.23115889,6.738284271,1,6.0,9,0.553172667,0.882772791,9.953783,76.15028,5.2,67.0,62,-127,43.032034892362255
157,77.66386529,5177.591019,27587.3383,1,12.2,9,0.182026806,0.88958085,13.35315,73.35326,12.9,323.0,326,0,
56,6.403622523,426.9081682,653.1604565,1,1.0,9,0.304783295,0.888233746,18.26944,67.87498,17.6,324.8,323,0,64.37873988990208
126,46.09289147,3072.859431,12613.40173,1,0.4,9,0.203188864,0.88938143,15.97367,68.72318,17.8,319.2,320,0,75.92789012187703
79,14.94311304,996.207536,2328.321354,1,7.2,9,0.256608849,0.888821623,5.999063,82.91041,16.1,270.6,270,-5,55.968472223617724
38,2.42113607,161.4090713,151.8483564,1,0.1,9,0.369992888,0.887274726,8.415152,82.77391,15.2,199.3,198,0,70.58404718834564
59,7.28871014,485.9140093,793.1536328,1,2.3,9,0.29693348,0.888335713,5.902,83.12717,12.7,269.0,272,0,61.19674516389829
64,8.91247548,594.165032,1072.454364,1,9.2,9,0.285098667,0.888484696,16.45531,69.13171,15.5,325.9,327,0,
90,20.52124115,1368.082743,3747.026238,1,0.1,9,0.240416306,0.889000574,10.93135,83.79034,13.7,200.2,198,0,78.87305127755496
67,9.97769946,665.179964,1270.360338,1,0.2,9,0.278642766,0.888563658,7.690005,76.84316,14.1,301.1,302,0,73.09189701182262
37,2.262919394,150.8612929,137.209735,1,0.2,9,0.374959457,0.887192328,9.441135,73.67414,16.2,302.1,305,4,67.30798855820727
292,328.5840416,21905.60277,240077.2453,1,6.2,9,0.1334731,0.889997951,11.97962,61.76097,17.9,290.3,290,0,69.61957598108283
239,207.2208585,13814.7239,120235.1644,1,16.5,9,0.147531998,0.889882557,10.19759,84.26317,12.6,32.6,33,0,
47,4.135995284,275.7330189,339.0403213,1,0.3,9,0.332687317,0.887849315,9.15895,75.67886,11.6,149.0,145,0,67.91075529245167
91,21.07847477,1405.231651,3900.677739,1,0.1,9,0.239091688,0.889014838,9.654747,75.44646,17.0,324.3,325,0,78.97546203751466
171,94.96250781,6330.833854,37300.06266,1,0.2,9,0.17441632,0.889649808,7.267766,77.01607,17.8,295.0,297,0,81.65529290726778
186,115.6562355,7710.4157,50134.29093,1,9.4,9,0.167235588,0.889713598,12.19848,61.08235,13.4,103.0,101,0,
65,9.259891293,617.3260862,1135.769315,1,7.7,9,0.2828971,0.888511803,12.98221,71.81321,16.4,315.0,316,0,52.67476183851781
146,65.41302545,4360.868363,21324.44089,1,11.2,9,0.188759469,0.889518653,14.38571,70.09241,20.6,133.0,132,0,
59,7.28871014,485.9140093,793.1536328,1,0.2,9,0.29693348,0.888335713,9.039967,73.21332,16.5,128.0,127,0,71.87677128895092
32,1.563919229,104.2612819,78.83204227,1,0.4,9,0.403190402,0.886694047,8.69368,78.23956,5.3,194.2,190,0,62.84118939564535
59,7.28871014,485.9140093,793.1536328,1,6.3,9,0.29693348,0.888335713,16.45608,69.13114,15.4,325.7,327,0,55.06936710611662
333,443.6120306,29574.13537,376605.165,1,11.7,9,0.124986486,0.890065638,5.731743,83.41142,12.0,89.0,89,0,
187,117.1162267,7807.748447,51086.58897,1,9.5,9,0.166787835,0.889717535,5.40987,82.10941,15.5,86.2,86,0,
38,2.42113607,161.4090713,151.8483564,1,0.2,9,0.369992888,0.887274726,8.664133,76.35748,16.4,142.0,139,0,67.5737055296463
86,18.37651586,1225.101057,3175.236358,1,0.1,9,0.245943839,0.88894045,9.644075,81.66735,12.2,163.4,162,0,78.45069281413531
79,14.94311304,996.207536,2328.321354,1,0.2,9,0.256608849,0.888821623,9.360867,81.43399,19.1,345.0,345,0,74.64725135179958
35,1.965113063,131.0075375,111.0356943,1,0.2,9,0.385523762,0.887011995,8.533667,76.698,11.0,319.0,320,0,66.75253631273942
188,118.5863348,7905.755653,52051.50228,1,0.1,9,0.166343659,0.889721436,8.06959,76.91741,12.8,130.5,128,0,85.49474627575165
66,9.614953251,640.9968834,1201.716611,1,9.2,9,0.28074576,0.888538111,16.08514,71.91047,13.3,140.9,141,0,
261,253.9116186,16927.44124,163081.6736,1,7.8,9,0.141177316,0.88993523,7.12368,76.47349,14.1,290.5,291,8,64.82291346564152
199,135.4284091,9028.560607,63525.18868,1,15.9,9,0.161680869,0.889762116,5.818268,82.64167,12.5,270.1,270,0,
32,1.563919229,104.2612819,78.83204227,1,0.2,9,0.403190402,0.886694047,8.71796,81.43351,1.2,325.1,245,-5,65.85182298317775
105,29.78122586,1985.415057,6550.812273,1,0.4,9,0.222582248,0.889188082,8.045366,76.77432,11.0,312.0,313,0,74.2721265268742
59,7.28871014,485.9140093,793.1536328,1,2.3,9,0.29693348,0.888335713,12.75373,74.45988,6.0,44.0,291,0,61.19674516389829
73,12.31760526,821.173684,1742.491715,1,0.3,9,0.266946201,0.888702757,8.563695,81.19408,0.0,360.0,511,-128,72.14322873243263
59,7.28871014,485.9140093,793.1536328,1,2.3,9,0.29693348,0.888335713,5.902172,87.32678,14.9,268.7,268,0,61.19674516389829
170,93.66279258,6244.186172,36536.92149,1,0.6,9,0.174928557,0.889645211,7.347253,77.74026,14.4,148.2,151,0,76.83131765421555
45,3.708538853,247.2359235,287.862802,1,0.1,9,0.34,0.88774248,17.29321,69.40213,16.6,139.5,140,-5,72.25579011911401
337,455.8399383,30389.32922,392283.3346,1,13.3,9,0.124242512,0.890071504,7.035278,79.84513,0.1,205.0,242,0,
74,12.73515911,849.0106073,1831.841365,1,0.1,9,0.265136375,0.888723838,11.69644,63.23298,17.7,287.9,287,8,77.04292862367711
65,9.259891293,617.3260862,1135.769315,1,1.3,9,0.2828971,0.888511803,5.961117,86.64407,15.5,88.0,88,0,64.66126358012018
97,24.6007649,1640.050993,4918.17768,1,0.1,9,0.231579071,0.8890947,10.71566,65.23905,20.4,286.8,287,3,79.5653681051594
259,249.4524053,16630.16035,158804.5138,1,0.1,9,0.141721354,0.889930754,11.55387,72.62572,12.3,303.0,306,0,88.24987007260611
174,98.92125956,6594.750637,39656.62541,1,16.0,9,0.172906193,0.889663325,3.757267,83.72441,11.3,116.0,122,0,
333,443.6120306,29574.13537,376605.165,1,12.9,9,0.124986486,0.890065638,5.544088,87.11742,16.9,270.1,271,0,
23,0.668401182,44.56007882,22.02607496,1,0.1,9,0.475577452,0.885129219,17.8949,66.59958,13.9,315.7,316,5,65.49118241997014
41,2.933834547,195.5889698,202.551156,1,2.0,9,0.356199451,0.887495991,7.89795,76.63912,14.0,147.0,148,0,58.27990716681637
68,10.34816741,689.8778273,1341.765027,1,3.8,9,0.276586334,0.888588479,13.97458,72.59532,12.8,142.2,140,5,60.10529819139188
35,1.965113063,131.0075375,111.0356943,1,0.1,9,0.385523762,0.887011995,10.46127,74.48656,18.7,139.3,140,-1,69.76287797143875
262,256.1574077,17077.16051,165250.0798,1,10.3,9,0.140907636,0.889937447,7.427777,76.31534,16.7,116.3,117,8,
73,12.31760526,821.173684,1742.491715,1,0.2,9,0.266946201,0.888702757,8.569843,76.06663,14.9,140.2,140,0,73.90425451631242
68,10.34816741,689.8778273,1341.765027,1,3.5,9,0.276586334,0.888588479,6.7096,78.25415,11.0,301.2,302,0,60.539062492004234
196,130.712745,8714.183,60236.288,1,11.0,9,0.162913524,0.88975141,14.06986,61.99672,14.0,179.4,177,0,
64,8.91247548,594.165032,1072.454364,1,7.2,9,0.285098667,0.888484696,7.431485,82.14748,13.2,176.7,176,0,53.97683115847006
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,8.734061,76.0767,12.7,332.3,335,0,68.86216464187709
300,349.5629414,23304.19609,263432.5139,1,17.9,9,0.131681434,0.890012362,5.87875,85.78719,15.4,270.0,271,0,
13,0.149245412,9.949694113,2.323982113,1,0.1,9,0.632577146,0.879064588,7.526933,67.12627,11.7,187.0,186,0,59.50062418547834
190,121.5569469,8103.79646,54019.55148,1,12.2,9,0.16546585,0.889729133,13.71633,73.36141,13.6,142.5,140,0,
333,443.6120306,29574.13537,376605.165,1,10.4,9,0.124986486,0.890065638,5.745333,73.87967,16.1,186.0,182,-8,
29,1.215555418,81.03702787,54.01861487,1,0.1,9,0.423531947,0.886300107,10.43626,64.8214,21.3,286.0,287,0,67.86571081300637
77,14.03576414,935.7176093,2119.509615,1,4.3,9,0.259920068,0.888783952,13.49716,60.56503,13.4,104.1,104,0,60.58072221521394
67,9.97769946,665.179964,1270.360338,1,7.1,9,0.278642766,0.888563658,5.961117,86.64492,15.5,88.0,89,0,54.65716666727637
54,5.850000312,390.0000208,570.3154444,1,0.1,9,0.310376116,0.888159502,9.168767,75.41568,19.4,141.0,141,0,74.03328798734134
181,108.5076342,7233.84228,45558.74379,1,12.5,9,0.169529736,0.88969335,6.919367,78.13467,14.3,116.0,117,0,
58,6.986334668,465.7556445,744.3126113,1,0.1,9,0.299482312,0.888302886,7.959547,83.01079,13.5,31.1,32,5,74.72277479647694
65,9.259891293,617.3260862,1135.769315,1,1.5,9,0.2828971,0.888511803,6.261435,82.16827,11.4,205.5,207,3,64.03273977083579
274,283.9511963,18930.07975,192862.0829,1,7.8,9,0.137787523,0.889962979,11.91737,62.50001,12.4,110.0,107,0,65.23440872302085
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,17.02935,70.95683,12.4,156.0,156,0,68.86216464187709
190,121.5569469,8103.79646,54019.55148,1,4.3,9,0.16546585,0.889729133,11.40298,73.5212,14.6,306.0,310,0,68.75070278699961
70,11.11241561,740.8277073,1493.117592,1,1.8,9,0.272606467,0.888636069,9.626884,75.94116,14.1,164.5,162,0,63.93025080934265
180,107.108104,7140.540267,44680.16785,1,5.7,9,0.17,0.889689184,16.50755,73.21832,4.3,354.1,352,0,66.28358660422754
330,434.5591709,28970.61139,365136.0205,1,13.5,9,0.125553321,0.890061163,6.350313,79.17796,13.9,119.8,114,0,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,8.166616,72.47753,11.4,107.0,105,0,68.86216464187709
55,6.123197717,408.2131811,610.7292539,1,0.2,9,0.307541571,0.888197299,7.2901,76.97437,12.0,291.0,294,0,71.20037863179407
180,107.108104,7140.540267,44680.16785,1,10.3,9,0.17,0.889689184,12.2042,61.05967,13.4,104.0,102,0,
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,11.669,74.63111,13.0,326.9,326,-11,70.04475946502585
164,86.07223073,5738.148715,32186.6581,1,7.6,9,0.178099725,0.88961661,15.81098,70.95201,11.7,142.0,142,0,61.486839971910676
30,1.325937091,88.39580607,61.54115999,1,0.1,9,0.416413256,0.886441567,17.19125,68.5834,15.0,327.0,326,7,68.20969807957493
333,443.6120306,29574.13537,376605.165,1,10.4,9,0.124986486,0.890065638,12.23338,65.68779,13.2,116.1,121,-7,
66,9.614953251,640.9968834,1201.716611,1,0.3,9,0.28074576,0.888538111,8.96235,76.4165,10.9,154.6,152,0,71.1878353429754
179,105.7186097,7047.907313,43813.55204,1,11.9,9,0.170474199,0.889684979,22.73817,69.69159,0.1,350.7,271,0,
57,6.691320018,446.0880012,697.6683156,1,0.1,9,0.302097928,0.888268919,11.5493,74.09333,16.1,148.0,150,0,74.555340241249
107,31.16405894,2077.603929,7012.329651,1,0.1,9,0.220492228,0.889209433,9.044167,75.3017,14.5,145.3,143,0,80.46564776055489
189,120.0665712,8004.43808,53029.12501,1,10.5,9,0.165903012,0.889725302,7.00305,77.66057,11.9,308.0,308,0,
32,1.563919229,104.2612819,78.83204227,1,0.1,9,0.403190402,0.886694047,18.54265,68.6475,13.4,124.0,126,0,68.86216464187709
325,419.6955362,27979.70241,346563.5024,1,0.1,9,0.126515429,0.890053551,21.21291,72.27581,16.4,25.9,28,6,90.15911743592525
36,2.110934492,140.7289661,123.621336,1,0.1,9,0.380131556,0.887104917,21.06483,68.50864,14.1,333.7,335,0,70.04475946502585
82,16.36518623,1091.012415,2668.472465,1,0.2,9,0.251871047,0.888874877,18.07558,70.62708,20.9,329.0,329,0,74.99612755845006
180,107.108104,7140.540267,44680.16785,1,8.1,9,0.17,0.889689184,12.73982,64.0705,13.7,294.9,295,0,60.36000522790068
82,16.36518623,1091.012415,2668.472465,1,0.2,9,0.251871047,0.888874877,7.980535,63.07853,9.5,269.7,511,-128,74.99612755845006
